Player-additional,Age,TS%,RPG,APG,PPG,BPG,SPG,Player,Pos,Pos_og,Year,All Star,MVP
achiupr01,22,0.503,6.5,1.1,9.1,0.6,0.5,Precious Achiuwa,C,C,2022,False,N
adamsst01,28,0.56,10.0,3.4,6.9,0.8,0.9,Steven Adams,C,C,2022,False,N
adebaba01,24,0.608,10.1,3.4,19.1,0.8,1.4,Bam Adebayo,C,C,2022,False,N
aldamsa01,21,0.452,2.7,0.7,4.1,0.3,0.2,Santi Aldama,F,PF,2022,False,N
aldrila01,36,0.604,5.5,0.9,12.9,1.0,0.3,LaMarcus Aldridge,C,C,2022,False,N
alexani01,23,0.482,2.5666666666666664,2.0999999999999996,8.966666666666667,0.3666666666666667,0.6,Nickeil Alexander-Walker,G,SG,2022,False,N
allengr01,26,0.609,3.4,1.5,11.1,0.3,0.7,Grayson Allen,G,SG,2022,False,N
allenja01,23,0.698,10.8,1.6,16.1,1.3,0.8,Jarrett Allen,C,C,2022,True,N
alvarjo01,23,0.52,1.9,2.8,6.1,0.1,1.3,Jose Alvarado,G,PG,2022,False,N
anderju01,28,0.5446666666666666,2.6666666666666665,2.0666666666666664,5.833333333333333,0.3,0.43333333333333335,Justin Anderson,F,SF,2022,False,N
anderky01,28,0.506,5.3,2.7,7.6,0.7,1.1,Kyle Anderson,F,PF,2022,False,N
antetgi01,27,0.633,11.6,5.8,29.9,1.4,1.1,Giannis Antetokounmpo,F,PF,2022,True,N
antetth01,29,0.577,2.1,0.5,3.6,0.3,0.3,Thanasis Antetokounmpo,F,SF,2022,False,N
anthoca01,37,0.579,4.2,1.0,13.3,0.8,0.7,Carmelo Anthony,F,PF,2022,False,N
anthoco01,21,0.519,5.4,5.7,16.3,0.3,0.7,Cole Anthony,G,PG,2022,False,N
anunoog01,24,0.549,5.5,2.6,17.1,0.5,1.5,OG Anunoby,F,SF,2022,False,N
arcidry01,27,0.667,0.8,0.4,1.6,0.0,0.1,Ryan Arcidiacono,G,PG,2022,False,N
arizatr01,36,0.449,3.4,1.1,4.0,0.3,0.5,Trevor Ariza,F,SF,2022,False,N
augusdj01,34,0.6136666666666667,1.2333333333333334,1.8999999999999997,5.333333333333333,0.0,0.3,D.J. Augustin,G,PG,2022,False,N
avdijde01,21,0.536,5.2,2.0,8.4,0.5,0.7,Deni Avdija,F,SF,2022,False,N
ayayijo01,21,0.167,0.4,0.6,0.3,0.0,0.0,Joel Ayayi,G,SG,2022,False,N
aytonde01,23,0.656,10.2,1.4,17.2,0.7,0.7,Deandre Ayton,C,C,2022,False,N
azubuud01,22,0.743,4.2,0.0,4.7,0.6,0.1,Udoka Azubuike,C,C,2022,False,N
baglema01,22,0.5523333333333333,7.0,0.8333333333333334,11.733333333333334,0.4000000000000001,0.5,Marvin Bagley III,F,PF,2022,False,N
ballla01,20,0.554,6.7,7.6,20.1,0.4,1.6,LaMelo Ball,G,PG,2022,True,N
balllo01,24,0.575,5.4,5.1,13.0,0.9,1.8,Lonzo Ball,G,PG,2022,False,N
bambamo01,23,0.582,8.1,1.2,10.6,1.7,0.5,Mo Bamba,C,C,2022,False,N
banede01,23,0.592,4.4,2.7,18.2,0.4,1.2,Desmond Bane,G,SG,2022,False,N
bantoda01,22,0.463,1.9,1.5,3.2,0.2,0.4,Dalano Banton,G,PG,2022,False,N
barbeca01,27,0.0,1.0,1.0,0.0,0.0,0.0,Cat Barber,G,PG,2022,False,N
barneha02,29,0.623,5.6,2.4,16.4,0.2,0.7,Harrison Barnes,F,PF,2022,False,N
barnesc01,20,0.552,7.5,3.5,15.3,0.7,1.1,Scottie Barnes,F,PF,2022,False,N
barrerj01,21,0.511,5.8,3.0,20.0,0.2,0.6,RJ Barrett,F,SF,2022,False,N
bartowi01,31,0.548,4.8,3.9,14.7,0.4,0.8,Will Barton,G,SG,2022,False,N
bassech01,21,0.66,2.7,0.3,3.0,0.7,0.2,Charles Bassey,C,C,2022,False,N
basspa01,26,0.436,2.0,0.0,3.0,0.0,0.5,Paris Bass,F,SF,2022,False,N
bateske01,26,0.578,3.9,0.7,5.7,0.2,0.5,Keita Bates-Diop,F,SF,2022,False,N
batumni01,33,0.608,4.3,1.7,8.3,0.7,1.0,Nicolas Batum,F,PF,2022,False,N
bazemke01,32,0.451,1.8,0.9,3.4,0.2,0.6,Kent Bazemore,F,SF,2022,False,N
bazleda01,21,0.515,6.3,1.4,10.8,1.0,0.8,Darius Bazley,F,PF,2022,False,N
bealbr01,28,0.539,4.7,6.6,23.2,0.4,0.9,Bradley Beal,G,SG,2022,False,N
beaslma01,25,0.544,2.9,1.5,12.1,0.2,0.5,Malik Beasley,G,SG,2022,False,N
belljo01,27,0.0,1.0,0.0,0.0,0.0,1.0,Jordan Bell,C,C,2022,False,N
bembrde01,27,0.5283333333333333,2.5,1.0999999999999999,3.9,0.3,0.7333333333333333,DeAndre' Bembry,F,SF,2022,False,N
bertada01,29,0.5326666666666667,2.1333333333333333,0.6,5.533333333333334,0.2333333333333333,0.3,Dāvis Bertāns,F,PF,2022,False,N
beverpa01,33,0.539,4.1,4.6,9.2,0.9,1.2,Patrick Beverley,G,PG,2022,False,N
beysa01,22,0.529,5.4,2.8,16.1,0.2,0.9,Saddiq Bey,F,SF,2022,False,N
birchkh01,29,0.534,4.3,1.0,4.5,0.5,0.5,Khem Birch,C,C,2022,False,N
bitadgo01,22,0.595,3.5,1.1,7.0,0.8,0.4,Goga Bitadze,C,C,2022,False,N
biyombi01,29,0.596,4.6,0.6,5.8,0.7,0.3,Bismack Biyombo,C,C,2022,False,N
bjeline01,33,0.573,4.1,2.2,6.1,0.4,0.6,Nemanja Bjelica,C,C,2022,False,N
bledser01,32,0.514,3.4,4.2,9.9,0.4,1.3,Eric Bledsoe,G,PG,2022,False,N
blevike01,26,0.41,1.5,0.6,3.1,0.0,0.4,Keljin Blevins,F,SF,2022,False,N
bogdabo01,29,0.562,4.0,3.1,15.1,0.2,1.1,Bogdan Bogdanović,G,SG,2022,False,N
bogdabo02,32,0.599,4.3,1.7,18.1,0.0,0.5,Bojan Bogdanović,F,PF,2022,False,N
bolbo01,22,0.565,1.4,0.4,2.4,0.1,0.1,Bol Bol,F,PF,2022,False,N
bolmale01,21,0.419,1.2,0.6,1.4,0.0,0.2,Leandro Bolmaro,F,SF,2022,False,N
bongais01,22,0.363,0.5,0.3,0.8,0.1,0.5,Isaac Bonga,F,SF,2022,False,N
bookede01,25,0.576,5.0,4.8,26.8,0.4,1.1,Devin Booker,G,SG,2022,True,N
bostobr01,20,0.481,2.2,1.0,6.7,0.3,0.5,Brandon Boston Jr.,G,SG,2022,False,N
bouchch01,29,0.57,6.2,0.3,9.4,0.9,0.6,Chris Boucher,F,PF,2022,False,N
bouknja01,21,0.459,1.7,0.8,4.6,0.0,0.2,James Bouknight,G,SG,2022,False,N
bradlav01,31,0.55,2.2,0.8,6.4,0.1,0.9,Avery Bradley,G,SG,2022,False,N
bradlto01,24,0.6,3.4,0.5,3.0,0.6,0.2,Tony Bradley,C,C,2022,False,N
brazdig01,23,0.52,1.7,0.9,5.0,0.1,0.2,Ignas Brazdeikis,F,SF,2022,False,N
bridgmi01,25,0.627,4.2,2.3,14.2,0.4,1.2,Mikal Bridges,F,SF,2022,False,N
bridgmi02,23,0.593,7.0,3.8,20.2,0.8,0.9,Miles Bridges,F,PF,2022,False,N
brissos01,23,0.53,5.3,1.1,9.1,0.4,0.7,Oshae Brissett,F,SF,2022,False,N
brogdma01,29,0.557,5.1,5.9,19.1,0.4,0.8,Malcolm Brogdon,G,PG,2022,False,N
brookar01,23,0.47,1.8666666666666665,1.0999999999999999,4.7,0.20000000000000004,0.5,Armoni Brooks,G,SG-PG,2022,False,N
brookdi01,26,0.515,3.2,2.8,18.4,0.3,1.1,Dillon Brooks,F,SF,2022,False,N
brownbr01,25,0.575,4.8,2.1,9.0,0.7,1.1,Bruce Brown,F,SF,2022,False,N
brownch02,24,0.3036666666666667,1.1333333333333335,0.3,1.2,0.2333333333333333,0.5333333333333333,Charlie Brown Jr.,G,SG,2022,False,N
brownch05,23,0.37166666666666665,2.966666666666667,0.7000000000000001,5.633333333333333,0.0,0.3666666666666667,Chaundee Brown Jr.,GF,SG-SF,2022,False,N
browngr01,20,0.515,2.8,0.7,4.7,0.5,0.5,Greg Brown III,F,SF,2022,False,N
brownja02,25,0.574,6.1,3.5,23.6,0.3,1.1,Jaylen Brown,F,SF,2022,False,N
brownmo01,22,0.612,3.6666666666666665,0.0,4.6000000000000005,0.39999999999999997,0.20000000000000004,Moses Brown,C,C,2022,False,N
brownst02,26,0.495,3.0,0.7,3.3,0.1,0.3,Sterling Brown,G,SG,2022,False,N
browntr01,22,0.525,3.1,1.0,4.3,0.1,0.5,Troy Brown Jr.,F,SF,2022,False,N
brunsja01,25,0.583,3.9,4.8,16.3,0.0,0.8,Jalen Brunson,G,SG,2022,False,N
bryanth01,24,0.607,4.0,0.9,7.4,0.8,0.2,Thomas Bryant,C,C,2022,False,N
buchash01,25,0.25,1.0,1.0,1.0,0.0,0.5,Shaq Buchanan,G,SG,2022,False,N
bullore01,30,0.558,3.5,1.2,8.6,0.2,0.6,Reggie Bullock,F,SF,2022,False,N
burketr01,29,0.475,0.8,1.4,5.1,0.0,0.3,Trey Burke,G,PG,2022,False,N
burksal01,30,0.559,4.9,3.0,11.7,0.3,1.0,Alec Burks,G,SG,2022,False,N
butleja02,21,0.509,1.1,1.5,3.8,0.2,0.4,Jared Butler,G,SG,2022,False,N
butleji01,32,0.592,5.9,5.5,21.4,0.5,1.6,Jimmy Butler,F,SF,2022,True,N
cacokde01,25,0.675,2.8,0.4,3.1,0.5,0.5,Devontae Cacok,F,PF,2022,False,N
caldwke01,28,0.568,3.4,1.9,13.2,0.3,1.1,Kentavious Caldwell-Pope,G,SG,2022,False,N
campafa01,30,0.503,1.8,3.4,5.1,0.4,1.0,Facundo Campazzo,G,PG,2022,False,N
cancavl01,24,0.657,2.1,1.1,4.1,0.2,0.1,Vlatko Čančar,F,PF,2022,False,N
cannade01,25,0.531,1.2,2.0,10.0,0.6,1.0,Devin Cannady,G,PG,2022,False,N
capelca01,27,0.604,11.9,1.2,11.1,1.3,0.7,Clint Capela,C,C,2022,False,N
careyve01,20,0.5353333333333333,1.7666666666666666,0.0,2.966666666666667,0.13333333333333333,0.3,Vernon Carey Jr.,C,C,2022,False,N
carteje01,26,0.5573333333333333,1.8,1.6666666666666667,4.466666666666667,0.20000000000000004,0.39999999999999997,Jevon Carter,G,PG,2022,False,N
cartewe01,22,0.601,10.5,2.8,15.0,0.7,0.6,Wendell Carter Jr.,F,PF,2022,False,N
carusal01,27,0.528,3.6,4.0,7.4,0.4,1.7,Alex Caruso,G,SG,2022,False,N
caulewi01,28,0.316,1.7,0.5,1.2,0.13333333333333333,0.19999999999999998,Willie Cauley-Stein,C,C,2022,False,N
caverah01,25,1.0,0.0,0.0,2.0,0.0,0.0,Ahmad Caver,G,SG,2022,False,N
champju01,20,0.571,2.0,0.3,2.3,0.1,0.2,Justin Champagnie,F,SF,2022,False,N
cheatzy01,26,0.0,0.0,0.0,0.0,0.0,0.0,Zylan Cheatham,F,SF,2022,False,N
chiozch01,26,0.407,1.1,1.9,2.0,0.0,0.4,Chris Chiozza,G,PG,2022,False,N
chrisjo01,20,0.534,2.5,2.0,7.9,0.2,0.9,Josh Christopher,G,SG,2022,False,N
chrisma01,24,0.518,3.0,0.5,4.5,0.4,0.4,Marquese Chriss,F,PF,2022,False,N
clarkbr01,25,0.66,5.3,1.3,10.4,1.1,0.6,Brandon Clarke,F,PF,2022,False,N
clarkga01,27,0.547,2.4,0.5,2.7,0.2,0.3,Gary Clark,F,PF,2022,False,N
clarkjo01,29,0.532,3.5,2.5,16.0,0.2,0.8,Jordan Clarkson,G,SG,2022,False,N
claxtni01,22,0.672,5.6,0.9,8.7,1.1,0.5,Nic Claxton,C,C,2022,False,N
coffeam01,24,0.598,2.9,1.8,9.0,0.2,0.6,Amir Coffey,G,SG,2022,False,N
collida01,34,0.286,1.3,0.7,1.3,0.0,0.3,Darren Collison,G,PG,2022,False,N
collijo01,24,0.61,7.8,1.8,16.2,1.0,0.6,John Collins,F,PF,2022,False,N
colliza01,24,0.594,5.5,2.2,7.8,0.8,0.5,Zach Collins,C,C,2022,False,N
conlemi01,34,0.572,3.0,5.3,13.7,0.3,1.3,Mike Conley,G,PG,2022,False,N
connapa01,29,0.62,4.2,1.3,9.9,0.2,0.9,Pat Connaughton,F,SF,2022,False,N
cookty01,24,0.643,2.7,0.2,3.4,0.2,0.2,Tyler Cook,F,PF,2022,False,N
coopesh01,20,0.25,0.4,0.4,0.5,0.0,0.0,Sharife Cooper,G,PG,2022,False,N
cornepe01,26,0.418,1.1,0.2,1.1,0.1,0.1,Petr Cornelie,F,PF,2022,False,N
couside01,31,0.568,5.633333333333333,1.4333333333333333,9.0,0.43333333333333335,0.7333333333333334,DeMarcus Cousins,C,C,2022,False,N
covinro01,31,0.5893333333333334,5.433333333333333,1.2333333333333334,8.833333333333334,1.2666666666666666,1.4333333333333333,Robert Covington,F,PF,2022,False,N
craigto01,31,0.5563333333333335,4.033333333333333,1.1666666666666667,6.666666666666667,0.5,0.6333333333333334,Torrey Craig,F,SF,2022,False,N
crowdja01,31,0.541,5.3,1.9,9.4,0.4,1.4,Jae Crowder,F,PF,2022,False,N
culveja01,22,0.433,1.3,0.9,3.5,0.1,0.5,Jarrett Culver,G,SG,2022,False,N
cumbeja01,24,0.5,1.0,0.3,0.7,0.0,0.0,Jarron Cumberland,G,SG,2022,False,N
cunnica01,20,0.504,5.5,5.6,17.4,0.7,1.2,Cade Cunningham,G,SG,2022,False,N
curryse01,31,0.621,3.033333333333333,3.4,14.966666666666667,0.20000000000000004,0.8333333333333334,Seth Curry,G,SG,2022,False,N
curryst01,33,0.601,5.2,6.3,25.5,0.4,1.3,Stephen Curry,G,PG,2022,True,N
davisan02,28,0.578,9.9,3.1,23.2,2.3,1.2,Anthony Davis,C,C,2022,False,N
davised01,32,0.632,2.1,0.2,0.9,0.3,0.1,Ed Davis,C,C,2022,False,N
daviste02,24,0.543,3.1,1.3,10.4,0.4,0.8,Terence Davis,G,SG,2022,False,N
deckga01,26,0.643,0.9,0.7,2.6,0.0,0.1,Gabriel Deck,F,PF,2022,False,N
dedmode01,32,0.632,5.8,0.7,6.3,0.6,0.4,Dewayne Dedmon,C,C,2022,False,N
dekkesa01,27,0.0,0.0,0.0,0.0,0.0,0.0,Sam Dekker,F,PF,2022,False,N
delauja01,23,0.0,1.0,0.0,0.0,0.0,1.0,Javin DeLaurier,C,C,2022,False,N
derozde01,32,0.59,5.2,4.9,27.9,0.3,0.9,DeMar DeRozan,F,PF,2022,True,N
diakima01,25,0.54,4.5,0.2,4.3,0.7,0.4,Mamadi Diakite,F,PF,2022,False,N
diallch01,25,0.517,4.0,0.0,3.7,0.0,0.3,Cheick Diallo,C,C,2022,False,N
diallha01,23,0.541,4.8,1.3,11.0,0.3,1.2,Hamidou Diallo,G,SG,2022,False,N
dienggo01,32,0.624,2.8,0.8,3.5,0.3,0.3,Gorgui Dieng,C,C,2022,False,N
dinwisp01,28,0.556,4.0,4.966666666666667,14.033333333333331,0.2333333333333333,0.6666666666666666,Spencer Dinwiddie,G,PG-SG,2022,False,N
divindo01,25,0.504,3.966666666666667,2.6999999999999997,8.833333333333334,0.20000000000000004,1.0666666666666667,Donte DiVincenzo,G,SG,2022,False,N
doncilu01,22,0.571,9.1,8.7,28.4,0.6,1.2,Luka Dončić,G,PG,2022,True,N
dortlu01,22,0.541,4.2,1.7,17.2,0.4,0.9,Luguentz Dort,G,SG,2022,False,N
dosunay01,22,0.596,2.8,3.3,8.8,0.4,0.8,Ayo Dosunmu,G,SG,2022,False,N
dotsoda01,27,0.5,1.0,0.5,2.0,0.0,0.0,Damyean Dotson,G,SG,2022,False,N
dotsode01,22,0.538,0.8,1.4,2.6,0.0,0.1,Devon Dotson,G,PG,2022,False,N
doumbse01,21,0.717,3.0,0.0,7.0,1.0,1.5,Sekou Doumbouya,F,PF,2022,False,N
dowtije01,24,0.295,1.65,0.925,1.725,0.1,0.475,Jeff Dowtin,G,PG,2022,False,N
doziepj01,25,0.463,3.5,1.6,5.4,0.3,0.6,PJ Dozier,G,SG,2022,False,N
dragigo01,35,0.48500000000000004,3.0333333333333337,3.5666666666666664,7.6000000000000005,0.20000000000000004,0.9333333333333332,Goran Dragić,G,PG,2022,False,N
drumman01,28,0.576,9.466666666666667,1.7333333333333332,8.6,0.9333333333333332,1.0333333333333334,Andre Drummond,C,C,2022,False,N
duartch01,24,0.537,4.1,2.1,13.1,0.2,1.0,Chris Duarte,G,SG,2022,False,N
dukeda01,22,0.444,3.0,0.8,4.7,0.3,0.6,David Duke Jr.,G,PG,2022,False,N
dunnkr01,27,0.482,3.5,5.6,7.6,0.2,1.6,Kris Dunn,G,PG,2022,False,N
duranke01,33,0.634,7.4,6.4,29.9,0.9,0.9,Kevin Durant,F,PF,2022,True,N
echenja01,24,0.0,0.0,0.0,0.0,0.0,0.0,Jaime Echenique,C,C,2022,False,N
edwaran01,20,0.56,4.8,3.8,21.3,0.6,1.5,Anthony Edwards,G,SG,2022,False,N
edwarca01,23,0.378,1.5,3.5,5.8,0.0,0.5,Carsen Edwards,G,SG,2022,False,N
edwarke02,21,0.516,3.6,0.6,5.9,0.5,0.6,Kessler Edwards,F,SF,2022,False,N
edwarro01,25,0.375,1.5,0.0,1.5,0.0,0.0,Rob Edwards,G,SG,2022,False,N
ellebcj01,21,0.491,3.9,1.5,5.8,0.3,0.6,CJ Elleby,F,SF,2022,False,N
ellinwa01,34,0.593,1.8,0.7,6.7,0.1,0.5,Wayne Ellington,G,SG,2022,False,N
embiijo01,27,0.616,11.7,4.2,30.6,1.5,1.1,Joel Embiid,C,C,2022,True,N
ennisja01,31,0.50125,1.85,0.35,4.4750000000000005,0.325,0.325,James Ennis III,F,SF,2022,False,N
eubandr01,24,0.6346666666666666,5.966666666666666,1.2666666666666668,8.966666666666667,0.5666666666666667,0.5,Drew Eubanks,C,C,2022,False,N
fallta01,26,0.398,2.1,0.2,1.1,0.5,0.0,Tacko Fall,C,C,2022,False,N
favorde01,30,0.534,4.7,0.6,5.3,0.3,0.4,Derrick Favors,C,C,2022,False,N
fernabr01,23,0.652,2.1999999999999997,0.2333333333333333,3.6,0.46666666666666673,0.03333333333333333,Bruno Fernando,C,C,2022,False,N
finnedo01,28,0.604,4.7,1.9,11.0,0.5,1.1,Dorian Finney-Smith,F,PF,2022,False,N
fittsma01,24,0.5453333333333333,1.1333333333333333,0.3,1.3999999999999997,0.0,0.0,Malik Fitts,F,PF,2022,False,N
flynnma01,23,0.488,1.4,1.6,4.3,0.1,0.5,Malachi Flynn,G,PG,2022,False,N
forbebr01,28,0.5746666666666665,1.2333333333333332,1.0,8.833333333333334,0.10000000000000002,0.3,Bryn Forbes,G,SG,2022,False,N
fordal03,24,0.35,3.0,0.4,2.8,0.0,0.2,Aleem Ford,F,SF,2022,False,N
forretr01,23,0.554,1.7,1.8,3.3,0.1,0.5,Trent Forrest,G,PG,2022,False,N
fournev01,29,0.554,2.6,2.1,14.1,0.3,1.0,Evan Fournier,G,SG,2022,False,N
foxde01,24,0.549,3.9,5.6,23.2,0.4,1.2,De'Aaron Fox,G,PG,2022,False,N
frazime01,25,0.313,4.3,0.3,10.7,0.0,0.3,Melvin Frazier,G,SG,2022,False,N
fraziti01,31,0.4306666666666667,1.1666666666666667,2.1999999999999997,2.6666666666666665,0.06666666666666667,0.19999999999999998,Tim Frazier,G,PG,2022,False,N
fultzma01,23,0.517,2.7,5.5,10.8,0.3,1.1,Markelle Fultz,G,PG,2022,False,N
gabriwe01,24,0.39525000000000005,2.825,0.35,3.6,0.3,0.15000000000000002,Wenyen Gabriel,F,PF,2022,False,N
gaffoda01,23,0.708,5.7,0.9,9.4,1.4,0.4,Daniel Gafford,C,C,2022,False,N
gallida01,33,0.579,4.7,1.5,11.7,0.2,0.4,Danilo Gallinari,F,PF,2022,False,N
gallola01,30,0.26933333333333337,2.6333333333333333,1.7666666666666666,1.9000000000000001,0.0,0.13333333333333333,Langston Galloway,G,SG,2022,False,N
garlada01,22,0.576,3.3,8.6,21.7,0.1,1.3,Darius Garland,G,PG,2022,True,N
garrema01,23,0.28,1.9,0.6,1.1,0.3,0.4,Marcus Garrett,G,SG,2022,False,N
garubus01,19,0.51,3.5,0.7,2.0,0.5,0.4,Usman Garuba,F,PF,2022,False,N
garzalu01,23,0.535,3.1,0.6,5.8,0.2,0.3,Luka Garza,C,C,2022,False,N
gayru01,35,0.539,4.4,1.0,8.1,0.3,0.5,Rudy Gay,F,PF,2022,False,N
georgpa01,31,0.538,6.9,5.7,24.3,0.4,2.2,Paul George,F,PF,2022,False,N
gibsota01,36,0.606,4.4,0.6,4.4,0.8,0.4,Taj Gibson,C,C,2022,False,N
giddejo01,19,0.478,7.8,6.4,12.5,0.4,0.9,Josh Giddey,F,SF,2022,False,N
gilgesh01,23,0.557,5.0,5.9,24.5,0.8,1.3,Shai Gilgeous-Alexander,G,PG,2022,False,N
gillan01,29,0.682,1.9,0.6,4.1,0.3,0.1,Anthony Gill,F,PF,2022,False,N
gillefr01,24,0.419,4.0,0.6,2.3,1.0,0.3,Freddie Gillespie,F,PF,2022,False,N
goberru01,29,0.732,14.7,1.1,15.6,2.1,0.7,Rudy Gobert,C,C,2022,True,N
goodwbr01,26,0.501,1.9,2.5,4.8,0.0,0.7,Brandon Goodwin,G,PG,2022,False,N
goodwjo01,23,0.0,0.5,0.0,0.0,0.0,0.0,Jordan Goodwin,G,SG,2022,False,N
gordoaa01,26,0.602,5.9,2.5,15.0,0.6,0.6,Aaron Gordon,F,PF,2022,False,N
gordoer01,33,0.614,2.0,2.7,13.4,0.3,0.5,Eric Gordon,G,SG,2022,False,N
grahade01,26,0.514,2.3,4.2,11.9,0.2,0.9,Devonte' Graham,G,PG,2022,False,N
grantje01,27,0.556,4.1,2.4,19.2,1.0,0.9,Jerami Grant,F,PF,2022,False,N
graveha01,25,0.629,2.6,2.5,6.3,0.1,0.6,Hassani Gravett,G,PG,2022,False,N
